Exp,Pedi,Repl,Harvest,plantHt,earHt,testWt,plotWt,Yield,StatID,Year,Month,tempMin,tempMax,tempMean,tempMedian,dewMin,dewMax,dewMean,dewMedian,humidMin,humidMax,humidMean,humidMedian,solarMin,solarMax,solarMean,solarMedian,rainMin,rainMax,rainMean,rainMedian,windSpdMin,windSpdMax,windSpdMean,windSpdMedian,windDirMin,windDirMax,windDirMean,windDirMedian,windGustMin,windGustMax,windGustMean,windGustMedian,soilTempMin,soilTempMax,soilTempMean,soilTempMedian,soilMoistMin,soilMoistMax,soilMoistMean,soilMoistMedian
MNH1,W10005_0029/PHB47,1,11/10/2015,244,120,57.5,19.45,136.88821210343,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,W10005_0029/PHB47,2,11/10/2015,267,122,56.7,22.48,159.53008952228,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,W10005_0037/PHB47,1,11/10/2015,243,119,57.1,26,183.63956034698,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,W10005_0107/PHB47,1,11/10/2015,239,115,56.7,20.95,148.84771336537,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,W10005_0147/PHB47,1,11/10/2015,208,105,56.5,23.97,170.30451977889,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,W10005_0220/PHB47,2,11/10/2015,216,121,57.3,22.12,156.04977506926,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,W10006_0003/PHB47,1,11/10/2015,256,145,56.8,15.52,109.74857137324,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,W10006_0004/PHB47,1,11/10/2015,234,120,56.4,17.34,123.34412504348,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,W10008_0001/PHB47,2,11/10/2015,233,127,58,22.89,159.94943778919,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,W10008_0017/PHB47,2,11/10/2015,226,117,57,22.24,157.26857134929,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,W10008_0059/PHB47,1,11/10/2015,245,134,57.5,22.06,153.96500076769,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,W10008_0065/PHB47,2,11/10/2015,224,116,58.1,14.67,102.38742344796,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,W10008_0069/PHB47,1,11/10/2015,252,154,57,23.45,163.07760346808,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,W10008_0069/PHB47,2,11/10/2015,241,136,56.7,25.55,177.46775138982,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,W10008_0119/PHB47,1,11/10/2015,248,120,57.2,19.82,135.17977169855,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,W37A/PHB47,2,11/10/2015,229,121,58.1,25.49,179.61077083084,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,WF9/H95,1,11/10/2015,257,147,56.8,24.55,165.59109881762,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,WF9/H95,2,11/10/2015,239,117,58.2,18.71,128.86176409395,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,WF9/LH195,1,11/10/2015,246,136,56.4,23.67,160.05161783985,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0003/LH82,2,11/10/2015,215,128,57.5,21.79,153.17467447899,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0009/LH195,2,11/10/2015,230,133,56.5,22.5,144.60862207418,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0017/LH185,2,11/10/2015,250,128,57,20.55,144.80193568355,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0023/LH185,1,11/10/2015,225,103,56.9,21.12,146.34392553907,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0025/PHZ51,2,11/10/2015,263,134,56.6,23.55,166.926301691,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0027/PHZ51,2,11/10/2015,236,122,57.6,20.54,144.73147245451,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0036/PHZ51,1,11/10/2015,253,128,56.5,18.38,130.12667110938,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0042/PHZ51,1,11/10/2015,239,113,57.1,24.85,171.98174547543,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0048/PHZ51,1,11/10/2015,260,133,56.8,23.67,163.41904049243,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0053/CG102,1,11/10/2015,217,126,57.3,20.3,143.38011827091,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0059/PHZ51,1,11/10/2015,242,123,57.8,19.53,136.30718336324,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0072/LH82,1,11/10/2015,209,86,57.3,9.23,64.18790106654,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0073/LH185,1,11/10/2015,234,119,58.3,15.31,106.72610053791,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0077/PHZ51,1,11/10/2015,249,143,56.5,16.81,119.29274043014,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0095/LH185,1,11/10/2015,233,118,56.6,18.63,128.31077846448,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0097/PHZ51,2,11/10/2015,262,130,57.4,27.63,191.91522391001,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0105/LH185,2,11/10/2015,250,121,56.5,15.3,106.27227382639,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0108/PHZ51,2,11/10/2015,260,134,56.7,25.48,180.81969221654,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0114/LH185,2,11/10/2015,249,121,57.1,19.33,133.94072351658,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0121/LH185,1,11/10/2015,231,111,57.2,14.87,104.52994077571,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0123/LH185,2,11/10/2015,226,118,56.6,20.09,131.13692301081,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0149/LH185,1,11/10/2015,233,102,56.9,20.35,141.17877000491,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,Z022E0160/PHZ51,2,11/10/2015,243,123,57.8,17.51,122.35538032716,8650,2015,6,8.39,35.39,20.94027868852459,20.86,0.11,23.67,14.173450819672132,14.67,19,100,68.53245901639345,69.8,0,1104,309.3434426229508,167.5,0,9.906,0.12304426229508197,0,0.45,12.07,2.396672131147541,1.79,0,360,181.24098360655736,170,0.89,20.12,4.504040983606558,4.02,14.17,32.22,22.30633606557377,22,3.1,52.3,18.71516393442623,18.4
MNH1,(LAMA2002-35-2-B-B-B-B_CG44)-1-3-B-1-1-B24-B5-B16/LH195,1,11/10/2015,234,120,57.3,26.29,160.82679704487,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
MNH1,(LAMA2002-35-2-B-B-B-B_CG44)-1-3-B-1-1-B24-B5-B16/LH195,2,11/10/2015,251,138,57,28.44,175.16924420586,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
MNH1,2369/PHZ51,1,11/10/2015,241,126,57.6,24.08,169.27242595017,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
MNH1,2369/PHZ51,2,11/10/2015,261,134,57.8,25.39,179.33109373884,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
MNH1,A634/LH82,2,11/10/2015,215,111,57.1,17.3,122.48049021721,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
MNH1,A634/PHZ51,2,11/10/2015,249,123,55.7,26.02,185.74056964432,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
MNH1,A635/LH82,2,11/10/2015,214,100,56.9,19.31,136.87247922094,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
MNH1,A635/PHZ51,2,11/10/2015,246,122,55.5,18.63,133.29977592604,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
MNH1,A641/LH82,1,11/10/2015,189,83,56.4,19.87,141.34070153483,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
MNH1,A641/PHZ51,1,11/10/2015,239,112,56.4,21.22,150.94361784445,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
MNH1,A672/LH82,1,11/10/2015,218,111,55,18.95,135.43082833409,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
MNH1,A672/PHZ51,2,11/10/2015,261,129,55.2,20.81,149.072074312,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
MNH1,A679/LH82,2,11/10/2015,208,104,57,21.78,153.83344709066,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
MNH1,A679/PHZ51,2,11/10/2015,250,138,55.9,22.53,160.63909036703,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
MNH1,A680/LH82,1,11/10/2015,226,121,57.3,23.5,164.01530000185,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
MNH1,A680/PHZ51,1,11/10/2015,248,123,56.8,24.13,171.0374377836,8650,2015,7,10.44,33.5,23.852002567394095,24.56,7.89,25.94,17.404441591784337,18,37.7,100,69.29165596919127,69.2,0,1210,424.39281129653403,385,0,28.956,0.14248780487804877,0,0.45,4.92,1.2028626444159178,0.89,0,360,195.89216944801026,189,0.89,11.18,3.1903080872913994,3.13,17.17,29.78,23.62576379974326,23.33,13.4,53.5,19.218356867779203,18.9
